paciente_id,rut,nombre,apellido,fecha_nacimiento,sexo,comuna,prevision,fecha_registro
1663,15.284.265-1,Héctor,Morales,1951-09-08,M,Yungay,ISAPRE,2026-02-28 12:35:38.646666
1664,21.248.502-0,José,Peralta,1965-04-22,M,Colbún,ISAPRE,2026-02-28 12:35:38.650000
1665,9.977.408-8,Jaime,Tapia,1964-01-11,M,Panguipulli,ISAPRE,2026-02-28 12:35:38.653333
1666,10.582.218-9,Laura,Herrera,1982-02-05,F,Lo Prado,FONASA,2026-02-28 12:35:38.656666
1667,11.116.318-9,Montserrat,Vega,1951-12-07,F,Purén,NINGUNA,2026-02-28 12:35:38.660000
1668,10.410.810-5,Santino,Acevedo,1956-03-10,M,Camiña,FONASA,2026-02-28 12:35:38.663333
1669,15.624.200-4,Jorge,Rocha,1979-02-04,M,Cochamó,FONASA,2026-02-28 12:35:38.666666
1670,13.737.815-9,Francisca,Silva,1965-02-26,F,Cerro Navia,FONASA,2026-02-28 12:35:38.670000
1671,23.873.939-K,Alberto,Bravo,1988-02-13,M,Ercilla,FONASA,2026-02-28 12:35:38.673333
1672,16.537.591-2,María,Garcés,1950-01-25,F,Ránquil,ISAPRE,2026-02-28 12:35:38.673333
1673,23.114.916-3,Elisa,Castro,1951-01-24,F,Cobquecura,NINGUNA,2026-02-28 12:35:38.680000
1674,9.076.528-0,Rocío,Silva,2002-08-20,F,Santa Juana,FONASA,2026-02-28 12:35:38.680000
1675,21.757.650-4,Ximena,Riquelme,1992-04-18,F,Melipilla,FONASA,2026-02-28 12:35:38.680000
1676,15.744.730-0,Andrea,Mansilla,1950-08-14,F,San Carlos,FONASA,2026-02-28 12:35:38.683333
1677,14.917.242-4,Amalia,Velásquez,1972-04-01,F,Cabildo,ISAPRE,2026-02-28 12:35:38.683333
1678,23.966.022-3,Joshua,Arredondo,1989-07-30,M,Penco,ISAPRE,2026-02-28 12:35:38.686666
1679,8.768.686-8,Daniela,Saldivia,1989-10-15,F,Concón,ISAPRE,2026-02-28 12:35:38.690000
1680,9.678.269-1,Esteban,Paredes,1986-02-19,M,Pinto,NINGUNA,2026-02-28 12:35:38.690000
1681,15.337.523-2,Diego,Montoya,1941-09-08,M,La Pintana,ISAPRE,2026-02-28 12:35:38.690000
1682,19.964.360-6,Jorge,Olmos,1964-04-27,M,Papudo,FONASA,2026-02-28 12:35:38.693333
1683,6.846.622-9,Fiorella,Jofré,1981-05-20,F,Hualaihué,NINGUNA,2026-02-28 12:35:38.696666
1684,24.576.710-2,Nelson,Henríquez,1975-10-28,M,Olivar,FONASA,2026-02-28 12:35:38.700000
1685,11.567.128-6,Irma,Ortiz,1941-07-14,F,El Carmen,FONASA,2026-02-28 12:35:38.700000
1686,7.931.883-3,Nicole,Delgado,1974-10-29,F,Perquenco,ISAPRE,2026-02-28 12:35:38.703333
1687,21.457.286-9,Joaquín,Araya,1961-08-15,M,Punitaqui,NINGUNA,2026-02-28 12:35:38.706666
1688,17.115.326-3,Robinson,Pineda,1967-01-20,M,Natales,FONASA,2026-02-28 12:35:38.706666
1689,17.402.723-4,Constanza,Fernández,1966-04-10,F,Putaendo,ISAPRE,2026-02-28 12:35:38.710000
1690,14.551.281-6,Juan,Moya,1963-06-22,M,Ñiquén,ISAPRE,2026-02-28 12:35:38.710000
1691,19.951.050-9,Pascale,Orellana,1999-06-30,F,Fresia,NINGUNA,2026-02-28 12:35:38.713333
1692,12.237.528-5,Marcelo,Barra,1989-07-12,M,Empedrado,ISAPRE,2026-02-28 12:35:38.716666
1693,19.847.982-9,Sophia,Carvajal,1959-08-23,F,La Florida,FONASA,2026-02-28 12:35:38.716666
1694,18.898.037-6,Rosa,Urra,1949-06-30,F,San Felipe,NINGUNA,2026-02-28 12:35:38.720000
1695,9.819.734-6,Javier,Barrera,1954-02-20,M,Camarones,ISAPRE,2026-02-28 12:35:38.720000
1696,22.626.178-8,Nora,Santander,1962-10-28,F,Longaví,FONASA,2026-02-28 12:35:38.723333
1697,7.967.831-7,Alejandra,Tapia,1940-06-13,F,Hijuelas,ISAPRE,2026-02-28 12:35:38.726666
1698,18.908.782-9,Liliana,Ramírez,1951-11-25,F,Coihueco,NINGUNA,2026-02-28 12:35:38.730000
1699,24.056.109-3,Luisa,Avendaño,1991-05-24,F,San Fabián,FONASA,2026-02-28 12:35:38.730000
1700,11.241.339-1,José,Álvarez,1996-08-20,M,Cabrero,ISAPRE,2026-02-28 12:35:38.730000
1701,23.584.690-K,Fabiola,Hormazábal,1973-05-20,F,Mostazal,FONASA,2026-02-28 12:35:38.730000
1702,24.636.330-7,Camila,Abarca,1960-09-05,F,Cholchol,ISAPRE,2026-02-28 12:35:38.733333
1703,12.533.648-5,Alice,Sánchez,1941-10-29,F,Puerto Octay,FONASA,2026-02-28 12:35:38.733333
1704,13.813.978-6,Luis,Aguilera,1960-06-04,M,Natales,NINGUNA,2026-02-28 12:35:38.736666
1705,9.166.686-3,María,Gutiérrez,1984-06-28,F,Peralillo,NINGUNA,2026-02-28 12:35:38.743333
1706,18.997.458-2,Josefa,Lorca,1952-03-16,F,Santa Bárbara,ISAPRE,2026-02-28 12:35:38.743333
1707,5.954.374-1,Ricardo,González,1948-02-14,M,Santiago,ISAPRE,2026-02-28 12:35:38.746666
1708,7.238.913-1,Noelia,Llanos,1980-10-02,F,Laguna Blanca,NINGUNA,2026-02-28 12:35:38.750000
1709,24.497.331-0,Francia,Toledo,1972-09-11,F,Illapel,NINGUNA,2026-02-28 12:35:38.753333
1710,13.654.075-0,María,Vergara,1982-09-25,F,Nancagua,NINGUNA,2026-02-28 12:35:38.756666
1711,9.012.562-1,Luz,Cisterna,1965-05-24,F,Chonchi,NINGUNA,2026-02-28 12:35:38.760000
1712,13.708.622-0,Luis,Hernández,1951-01-30,M,Tucapel,NINGUNA,2026-02-28 12:35:38.763333
1713,9.903.548-K,Eric,Novoa,1961-10-02,M,Paiguano,ISAPRE,2026-02-28 12:35:38.766666
1714,16.991.866-K,Darwin,Reyes,1951-02-11,M,Ollagüe,FONASA,2026-02-28 12:35:38.766666
1715,17.118.634-K,Silvia,Reyes,1968-07-19,F,Curacaví,NINGUNA,2026-02-28 12:35:38.766666
1716,6.634.600-5,Laura,Santander,1959-09-22,F,Taltal,ISAPRE,2026-02-28 12:35:38.770000
1717,22.242.498-4,Pedro,Bórquez,1953-03-10,M,Tucapel,NINGUNA,2026-02-28 12:35:38.770000
1718,8.171.184-4,José,Pérez,1980-09-29,M,Lonquimay,FONASA,2026-02-28 12:35:38.773333
1719,15.610.261-K,Laura,Cabrera,1996-04-06,F,Chiguayante,NINGUNA,2026-02-28 12:35:38.776666
1720,14.108.651-0,Bárbara,López,1986-08-23,F,Ollagüe,NINGUNA,2026-02-28 12:35:38.780000
1721,8.215.635-6,María,Díaz,1976-05-14,F,San Bernardo,NINGUNA,2026-02-28 12:35:38.786666
1722,9.822.359-2,Alexia,Varas,1940-11-16,F,Padre Hurtado,FONASA,2026-02-28 12:35:38.790000
1723,17.516.279-8,Carmen,Torres,1992-12-30,F,Vilcún,ISAPRE,2026-02-28 12:35:38.790000
1724,16.419.012-9,Jacqueline,Vargas,2002-09-01,F,Pelluhue,FONASA,2026-02-28 12:35:38.793333
1725,12.310.712-8,Yerko,Soto,1950-07-08,M,Quemchi,NINGUNA,2026-02-28 12:35:38.793333
1726,11.322.218-2,Fernando,Gallardo,1994-02-08,M,Puerto Montt,NINGUNA,2026-02-28 12:35:38.800000
1727,19.003.816-5,Segundo,Pérez,1971-05-03,M,Mariquina,FONASA,2026-02-28 12:35:38.800000
1728,9.403.420-5,Facundo,León,2002-11-02,M,Putre,FONASA,2026-02-28 12:35:38.803333
1729,16.683.985-8,Violeta,Pacheco,1961-03-15,F,Requínoa,NINGUNA,2026-02-28 12:35:38.803333
1730,9.664.535-K,Elsa,Aravena,1995-08-07,F,Corral,ISAPRE,2026-02-28 12:35:38.810000
1731,10.778.313-K,Nilda,Mella,1988-04-22,F,Huara,ISAPRE,2026-02-28 12:35:38.813333
1732,8.979.451-K,Alex,Lizama,1955-02-17,M,Padre Las Casas,FONASA,2026-02-28 12:35:38.816666
1733,12.602.576-9,Javier,Quezada,1960-12-02,M,San Pedro de la Paz,FONASA,2026-02-28 12:35:38.820000
1734,9.369.399-K,Gonzalo,Sepúlveda,1945-05-07,M,Natales,ISAPRE,2026-02-28 12:35:38.823333
1735,7.608.363-0,Francisco,Verdugo,1941-04-12,M,Coquimbo,ISAPRE,2026-02-28 12:35:38.826666
1736,6.426.631-4,Nayareth,García,1953-05-12,F,Máfil,FONASA,2026-02-28 12:35:38.830000
1737,22.229.502-5,Andrés,Mendoza,1980-05-13,M,Las Cabras,FONASA,2026-02-28 12:35:38.833333
1738,8.990.367-K,Romina,Retamal,2001-10-28,F,Llaillay,ISAPRE,2026-02-28 12:35:38.833333
1739,7.222.892-8,Orlando,Fuentes,1960-07-11,M,Papudo,NINGUNA,2026-02-28 12:35:38.840000
1740,8.238.123-6,David,Tobar,1993-03-28,M,Los Ángeles,FONASA,2026-02-28 12:35:38.840000
1741,24.716.686-6,Antonio,González,2001-04-28,M,Lampa,FONASA,2026-02-28 12:35:38.843333
1742,16.795.512-6,Vicente,Mercado,1941-12-28,M,Curarrehue,FONASA,2026-02-28 12:35:38.843333
1743,14.307.182-0,Héctor,Salazar,2004-07-25,M,Buin,NINGUNA,2026-02-28 12:35:38.846666
1744,16.817.980-4,Olivia,Ibacache,1950-12-04,F,Providencia,NINGUNA,2026-02-28 12:35:38.850000
1745,21.941.942-2,Benjamín,Durán,1978-10-21,M,O'Higgins,FONASA,2026-02-28 12:35:38.850000
1746,24.398.947-7,Emilio,Gaete,1991-12-09,M,Pichidegua,FONASA,2026-02-28 12:35:38.850000
1747,11.427.268-K,Michael,López,2005-08-13,M,Paredones,ISAPRE,2026-02-28 12:35:38.850000
1748,23.022.974-0,Juan,Guzmán,1940-04-17,M,Máfil,NINGUNA,2026-02-28 12:35:38.853333
1749,12.181.164-2,Luis,Luengo,2002-08-21,M,Paillaco,NINGUNA,2026-02-28 12:35:38.856666
1750,17.296.458-3,Marilyn,Bustamante,1987-07-05,F,Quintero,NINGUNA,2026-02-28 12:35:38.860000
1751,19.752.737-4,Ronald,Cortez,1985-10-31,M,Puqueldón,FONASA,2026-02-28 12:35:38.863333
1752,16.905.862-8,Esteban,Riveros,1965-10-31,M,San Fernando,ISAPRE,2026-02-28 12:35:38.866666
1753,22.255.400-4,José,Morales,1955-06-26,M,Timaukel,ISAPRE,2026-02-28 12:35:38.866666
1754,15.545.496-2,Antonio,Monsalve,1948-05-30,M,Colchane,ISAPRE,2026-02-28 12:35:38.866666
1755,22.439.163-3,Pedro,Flores,1949-04-01,M,San Felipe,ISAPRE,2026-02-28 12:35:38.870000
1756,14.672.778-6,Paulina,Contreras,1977-11-29,F,Nueva Imperial,NINGUNA,2026-02-28 12:35:38.873333
1757,7.759.783-2,Hugo,González,1962-04-30,M,Río Negro,ISAPRE,2026-02-28 12:35:38.876666
1758,17.911.111-K,Yerko,Aguirre,1959-04-20,M,Rengo,ISAPRE,2026-02-28 12:35:38.876666
1759,19.896.687-8,Sofía,Díaz,1955-05-16,F,Contulmo,NINGUNA,2026-02-28 12:35:38.880000
1760,14.750.559-0,Rosa,Zamora,1998-03-17,F,Ninhue,ISAPRE,2026-02-28 12:35:38.880000
1761,7.335.695-4,Renato,Pinto,2000-11-20,M,Sagrada Familia,ISAPRE,2026-02-28 12:35:38.886666
1762,11.016.218-9,Johanna,Núñez,1940-11-13,F,Rauco,NINGUNA,2026-02-28 12:35:38.886666
1763,8.528.982-9,Natalia,Valdivia,1966-12-21,F,Chimbarongo,ISAPRE,2026-02-28 12:35:38.890000
1764,9.000.287-2,Benjamin,Tapia,1949-10-03,M,Los Álamos,ISAPRE,2026-02-28 12:35:38.896666
1765,24.815.812-3,Rocío,Parra,1946-12-03,F,Teno,NINGUNA,2026-02-28 12:35:38.900000
1766,7.171.321-0,Elías,Toro,1964-10-01,M,Los Lagos,FONASA,2026-02-28 12:35:38.906666
1767,11.719.727-1,Paula,Martínez,1980-06-26,F,Freirina,ISAPRE,2026-02-28 12:35:38.906666
1768,12.813.808-0,Michael,Cifuentes,1997-01-12,M,Recoleta,ISAPRE,2026-02-28 12:35:38.906666
1769,14.345.524-6,Carmen,Acuña,1992-01-17,F,Quintero,NINGUNA,2026-02-28 12:35:38.910000
1770,18.429.675-6,Laura,Acuña,1964-03-25,F,Rengo,ISAPRE,2026-02-28 12:35:38.910000
1771,21.258.224-7,Susana,Pizarro,1974-10-20,F,Limache,ISAPRE,2026-02-28 12:35:38.910000
1772,20.255.010-K,Eduardo,Tapia,1947-05-09,M,Castro,FONASA,2026-02-28 12:35:38.910000
1773,21.419.572-0,Karen,Suárez,1973-11-02,F,Los Lagos,FONASA,2026-02-28 12:35:38.913333
1774,5.997.355-K,Rodrigo,Riquelme,1946-10-11,M,Pencahue,NINGUNA,2026-02-28 12:35:38.916666
1775,7.289.374-3,Jean,Carrasco,1973-11-24,M,Villa Alegre,NINGUNA,2026-02-28 12:35:38.920000
1776,11.009.454-K,Julio,Vidal,1966-01-14,M,Coihueco,NINGUNA,2026-02-28 12:35:38.920000
1777,10.124.991-3,María,Cubillos,1960-08-07,F,Timaukel,NINGUNA,2026-02-28 12:35:38.923333
1778,7.567.493-7,José,Araya,1984-12-26,M,Maule,NINGUNA,2026-02-28 12:35:38.926666
1779,20.637.097-1,María,Ulloa,1953-09-28,F,San Ramón,ISAPRE,2026-02-28 12:35:38.926666
1780,21.450.072-8,Elizabeth,Valenzuela,1974-05-08,F,Marchihue,ISAPRE,2026-02-28 12:35:38.933333
1781,23.137.143-5,Ana,Maturana,1977-03-13,F,Chile Chico,FONASA,2026-02-28 12:35:38.936666
1782,19.442.042-0,Ulises,Sánchez,1999-11-22,M,Olmué,FONASA,2026-02-28 12:35:38.936666
1783,20.103.370-5,Susana,Núñez,1961-05-28,F,Graneros,ISAPRE,2026-02-28 12:35:38.940000
1784,20.423.504-K,Susana,García,1942-06-13,F,Arauco,FONASA,2026-02-28 12:35:38.940000
1785,23.678.629-3,Bastián,Jiménez,1984-11-14,M,Talca,ISAPRE,2026-02-28 12:35:38.940000
1786,21.491.319-4,Vicente,Inostroza,1969-04-22,M,Tiltil,FONASA,2026-02-28 12:35:38.946666
1787,18.055.374-6,Paola,Ramos,1973-03-03,F,Los Vilos,FONASA,2026-02-28 12:35:38.946666
1788,23.581.904-K,Alejandra,Campos,1986-08-22,F,Monte Patria,NINGUNA,2026-02-28 12:35:38.950000
1789,20.968.925-1,Ester,Salgado,1978-04-05,F,La Serena,FONASA,2026-02-28 12:35:38.953333
1790,18.132.695-6,Mauricio,Catalán,1957-12-03,M,San Pablo,ISAPRE,2026-02-28 12:35:38.953333
1791,16.836.787-2,Virginia,Muñoz,1992-02-27,F,Cabo de Hornos,ISAPRE,2026-02-28 12:35:38.956666
1792,7.061.046-9,Aylin,Vargas,1941-11-30,F,Traiguén,NINGUNA,2026-02-28 12:35:38.960000
1793,9.301.613-0,Domingo,Astorga,1996-12-14,M,San Ramón,ISAPRE,2026-02-28 12:35:38.963333
1794,24.594.680-5,Josefina,Torres,1941-10-30,F,San Pedro,NINGUNA,2026-02-28 12:35:38.966666
1795,17.769.923-3,Constanza,Medina,1946-08-16,F,San Vicente,ISAPRE,2026-02-28 12:35:38.966666
1796,16.991.215-7,Doris,Castro,1968-01-12,F,Los Álamos,ISAPRE,2026-02-28 12:35:38.970000
1797,13.194.961-8,Patricio,Herrera,1956-11-06,M,Antuco,FONASA,2026-02-28 12:35:38.973333
1798,24.882.063-2,Karina,Villalobos,1945-10-12,F,Combarbalá,NINGUNA,2026-02-28 12:35:38.980000
1799,15.231.164-8,Matías,San Martín,1947-10-16,M,Calera,ISAPRE,2026-02-28 12:35:38.980000
1800,5.661.424-9,Efraín,Gajardo,1976-08-21,M,Los Andes,ISAPRE,2026-02-28 12:35:38.980000
1801,20.465.552-9,Juan,Tapia,1984-10-04,M,Río Verde,ISAPRE,2026-02-28 12:35:38.983333
1802,13.946.245-9,Guillermina,Mercado,1941-05-22,F,Coihueco,NINGUNA,2026-02-28 12:35:38.986666
1803,24.729.644-1,Sonia,Vergara,1941-07-06,F,Toltén,ISAPRE,2026-02-28 12:35:38.986666
1804,24.137.889-6,María,Arellano,1966-07-23,F,Villa Alemana,ISAPRE,2026-02-28 12:35:38.990000
1805,21.386.596-K,Erick,Castillo,1946-10-22,M,Ercilla,NINGUNA,2026-02-28 12:35:38.990000
1806,16.273.197-1,Oscar,Barría,1973-10-20,M,Los Álamos,NINGUNA,2026-02-28 12:35:38.990000
1807,10.591.081-9,Sonia,Muñoz,1981-11-02,F,Peralillo,ISAPRE,2026-02-28 12:35:38.990000
1808,19.629.434-1,Javiera,Rivera,1953-09-23,F,Cabildo,ISAPRE,2026-02-28 12:35:38.993333
1809,22.979.606-2,Juan,Muñoz,1954-07-26,M,Hijuelas,ISAPRE,2026-02-28 12:35:38.993333
1810,6.594.887-7,Elizabeth,Varas,1960-03-25,F,San Felipe,NINGUNA,2026-02-28 12:35:39.000000
1811,12.579.475-0,Tiare,Aedo,1982-07-02,F,Talagante,NINGUNA,2026-02-28 12:35:39.000000
1812,24.400.946-8,Héctor,Gutiérrez,1946-06-12,M,Putre,NINGUNA,2026-02-28 12:35:39.000000
1813,14.172.605-6,Georgina,Quiroz,1944-07-29,F,San Pedro de la Paz,NINGUNA,2026-02-28 12:35:39.003333
1814,19.331.295-0,Julia,Carrasco,1954-04-10,F,Quillón,ISAPRE,2026-02-28 12:35:39.006666
1815,15.128.305-5,Juan,Lazo,1974-05-04,M,Quinta Normal,ISAPRE,2026-02-28 12:35:39.010000
1816,23.117.634-9,Gladys,Rojas,1961-04-28,F,Mostazal,FONASA,2026-02-28 12:35:39.010000
1817,18.498.980-8,Camila,Ruiz,1957-02-05,F,Longaví,NINGUNA,2026-02-28 12:35:39.016666
1818,23.373.148-K,Erika,Vilches,1952-04-15,F,Natales,FONASA,2026-02-28 12:35:39.020000
1819,24.355.649-K,Fabián,Urrutia,1973-12-20,M,Linares,FONASA,2026-02-28 12:35:39.020000
1820,13.990.438-9,Berta,Peña,2003-10-10,F,Maipú,NINGUNA,2026-02-28 12:35:39.026666
1821,23.995.715-3,Alexandra,León,1989-06-12,F,Recoleta,NINGUNA,2026-02-28 12:35:39.030000
1822,22.524.459-6,Ignacio,Briones,1953-08-27,M,Puyehue,ISAPRE,2026-02-28 12:35:39.036666
1823,9.957.455-0,Eliana,Galaz,1956-05-10,F,Diego de Almagro,FONASA,2026-02-28 12:35:39.040000
1824,19.609.223-4,Marcela,Morales,1967-12-02,F,Copiapó,ISAPRE,2026-02-28 12:35:39.043333
1825,11.830.274-5,Sebastián,Vergara,1997-07-26,M,Rinconada,ISAPRE,2026-02-28 12:35:39.050000
1826,14.631.618-2,Isabel,Guajardo,1983-12-18,F,Hualqui,FONASA,2026-02-28 12:35:39.053333
1827,12.923.202-1,Natalia,Barra,1967-08-14,F,Chépica,FONASA,2026-02-28 12:35:39.060000
1828,10.031.898-9,Santiago,Silva,1953-01-22,M,Lago Verde,FONASA,2026-02-28 12:35:39.063333
1829,15.420.012-6,Sergio,González,1971-08-02,M,Chañaral,ISAPRE,2026-02-28 12:35:39.066666
1830,19.160.612-4,Zoila,Chávez,1984-01-09,F,Quemchi,FONASA,2026-02-28 12:35:39.070000
1831,10.347.183-4,Mauricio,Molina,1958-07-23,M,Futrono,FONASA,2026-02-28 12:35:39.076666
1832,13.670.359-5,Andrés,Urzúa,1993-09-26,M,Paillaco,ISAPRE,2026-02-28 12:35:39.080000
1833,6.417.083-K,Juan,Torres,2005-08-02,M,Arica,NINGUNA,2026-02-28 12:35:39.083333
1834,5.668.026-8,Jocelyn,Soto,1943-10-07,F,Arica,FONASA,2026-02-28 12:35:39.090000
1835,14.998.521-2,Catalina,Sandoval,1999-01-04,F,Longaví,FONASA,2026-02-28 12:35:39.093333
1836,17.194.829-0,Mireya,Navarrete,1985-09-15,F,Punitaqui,NINGUNA,2026-02-28 12:35:39.096666
1837,18.317.587-4,Luis,Ramos,2004-03-07,M,Sagrada Familia,NINGUNA,2026-02-28 12:35:39.103333
1838,12.920.226-2,José,Arancibia,1947-08-14,M,Buin,NINGUNA,2026-02-28 12:35:39.110000
1839,22.513.989-K,Claudio,Torres,1985-03-14,M,San Pedro,NINGUNA,2026-02-28 12:35:39.113333
1840,21.658.134-2,Nathalie,Mansilla,2000-03-11,F,Alhué,FONASA,2026-02-28 12:35:39.116666
1841,9.102.929-4,Bayron,Díaz,1992-08-12,M,Toltén,ISAPRE,2026-02-28 12:35:39.123333
1842,24.606.734-1,Sofía,Pereira,1990-03-03,F,Machalí,ISAPRE,2026-02-28 12:35:39.126666
1843,19.189.129-5,Sergio,Muñoz,1954-11-01,M,Maullín,FONASA,2026-02-28 12:35:39.130000
1844,10.877.201-8,Manuel,Meza,1954-07-27,M,Cerrillos,ISAPRE,2026-02-28 12:35:39.133333
1845,18.702.809-4,Jessica,Sepúlveda,1957-04-21,F,Calbuco,NINGUNA,2026-02-28 12:35:39.136666
1846,21.453.703-6,Matías,Cordero,1976-04-20,M,Osorno,ISAPRE,2026-02-28 12:35:39.140000
1847,15.619.640-1,Jorge,Díaz,1977-02-19,M,Lautaro,ISAPRE,2026-02-28 12:35:39.143333
1848,13.266.023-9,Josefa,Montecino,2005-07-21,F,Mariquina,ISAPRE,2026-02-28 12:35:39.146666
1849,17.180.192-3,Luis,Rodríguez,1972-05-03,M,Penco,NINGUNA,2026-02-28 12:35:39.150000
1850,15.340.516-6,Evelyn,López,1941-06-07,F,Yumbel,NINGUNA,2026-02-28 12:35:39.156666
1851,6.834.499-9,José,Inzunza,1987-01-01,M,Puchuncaví,NINGUNA,2026-02-28 12:35:39.160000
1852,13.488.697-8,Tomás,Yáñez,1977-08-12,M,Puyehue,ISAPRE,2026-02-28 12:35:39.160000
1853,17.175.396-1,Vanesa,Montoya,2001-06-17,F,Concepción,NINGUNA,2026-02-28 12:35:39.163333
1854,22.948.624-1,Tomás,Gatica,1998-12-30,M,Cholchol,FONASA,2026-02-28 12:35:39.166666
1855,18.034.924-3,Elisa,Calderón,1940-07-14,F,Empedrado,ISAPRE,2026-02-28 12:35:39.170000
1856,15.096.131-9,Damaris,Castro,1946-02-21,F,Catemu,FONASA,2026-02-28 12:35:39.173333
1857,12.059.399-4,Silvia,Fernández,1998-06-25,F,San Pedro,FONASA,2026-02-28 12:35:39.173333
1858,15.642.940-6,Petronila,Bustos,1999-11-06,F,Camarones,NINGUNA,2026-02-28 12:35:39.180000
1859,6.136.880-9,Javiera,Valencia,1958-08-25,F,Quinta Normal,FONASA,2026-02-28 12:35:39.183333
1860,20.807.200-5,Marisa,Montoya,1990-02-23,F,Licantén,ISAPRE,2026-02-28 12:35:39.186666
1861,19.172.251-5,Amalia,Flores,1999-08-31,F,Aisén,FONASA,2026-02-28 12:35:39.190000
1862,13.756.702-4,Diego,Monsalve,1974-06-16,M,Concepción,FONASA,2026-02-28 12:35:39.193333
1863,19.122.071-4,Anahí,Zúñiga,1980-12-21,F,Torres del Paine,NINGUNA,2026-02-28 12:35:39.196666
1864,20.208.940-2,Carmen,Gallardo,1987-04-23,F,Quirihue,FONASA,2026-02-28 12:35:39.196666
1865,11.165.278-3,Washington,Rosales,1982-11-18,M,Ñuñoa,ISAPRE,2026-02-28 12:35:39.200000
1866,5.103.206-3,Francisco,Díaz,1967-04-07,M,Timaukel,FONASA,2026-02-28 12:35:39.203333
1867,15.526.756-9,Isabel,Miranda,1979-03-08,F,Illapel,FONASA,2026-02-28 12:35:39.206666
1868,10.295.642-7,Ramón,Castillo,1956-12-25,M,Chillán Viejo,NINGUNA,2026-02-28 12:35:39.210000
1869,24.931.873-6,Cristian,Ramírez,1986-08-31,M,Calera de Tango,ISAPRE,2026-02-28 12:35:39.213333
1870,20.149.487-7,Eugenia,Morales,1972-07-20,F,Cabildo,NINGUNA,2026-02-28 12:35:39.216666
1871,13.746.965-0,José,Vásquez,1951-10-21,M,Curacautín,NINGUNA,2026-02-28 12:35:39.220000
1872,14.455.549-K,María,Villagra,1953-07-08,F,Calera de Tango,FONASA,2026-02-28 12:35:39.223333
1873,17.334.594-1,Olga,Tapia,1952-05-17,F,Calbuco,ISAPRE,2026-02-28 12:35:39.230000
1874,24.139.131-0,Elizabeth,Salas,1955-04-11,F,Maipú,FONASA,2026-02-28 12:35:39.230000
1875,23.741.156-0,Hugo,Ávila,1984-01-13,M,Las Cabras,NINGUNA,2026-02-28 12:35:39.233333
1876,7.985.558-8,Edinson,Neira,1971-06-20,M,Mulchén,FONASA,2026-02-28 12:35:39.236666
1877,10.662.510-7,Lucía,Oyarzo,1943-05-22,F,Quinta Normal,ISAPRE,2026-02-28 12:35:39.240000
1878,13.729.446-K,Ana,Cofré,1950-02-26,F,Mariquina,FONASA,2026-02-28 12:35:39.243333
1879,10.708.376-6,Paula,León,2004-06-16,F,Curacautín,NINGUNA,2026-02-28 12:35:39.250000
1880,5.473.617-7,Joaquín,Pérez,1988-11-24,M,Chépica,NINGUNA,2026-02-28 12:35:39.250000
1881,20.223.909-9,Evelyn,Salazar,1996-04-17,F,La Higuera,NINGUNA,2026-02-28 12:35:39.253333
1882,8.976.614-1,Haydée,Figueroa,1955-04-11,F,Chiguayante,NINGUNA,2026-02-28 12:35:39.256666
1883,11.393.601-0,Pedro,Cárcamo,2004-05-18,M,Calera,ISAPRE,2026-02-28 12:35:39.260000
1884,21.581.531-5,Paulina,Leal,1965-12-31,F,El Tabo,FONASA,2026-02-28 12:35:39.263333
1885,11.932.545-5,Carla,Pino,1980-11-01,F,Río Bueno,FONASA,2026-02-28 12:35:39.266666
1886,11.353.973-9,María,Aguilera,1968-06-19,F,Concepción,FONASA,2026-02-28 12:35:39.266666
1887,9.897.029-0,Anahí,Carrasco,1941-12-16,F,Arauco,ISAPRE,2026-02-28 12:35:39.270000
1888,12.901.586-1,Belén,Cárdenas,1982-01-12,F,Santiago,ISAPRE,2026-02-28 12:35:39.273333
1889,17.402.984-9,José,Castro,1979-09-01,M,Río Hurtado,NINGUNA,2026-02-28 12:35:39.276666
1890,7.876.912-2,Emilia,Contreras,1940-09-13,F,Ercilla,ISAPRE,2026-02-28 12:35:39.280000
1891,15.846.335-0,Luis,Peña,1987-02-28,M,Renaico,ISAPRE,2026-02-28 12:35:39.283333
1892,17.867.972-4,Fabián,Gómez,1988-03-17,M,Cholchol,ISAPRE,2026-02-28 12:35:39.286666
1893,7.451.339-5,Daniela,García,1946-06-26,F,Pozo Almonte,NINGUNA,2026-02-28 12:35:39.290000
1894,6.748.609-9,Máximo,Alarcón,1962-08-26,M,Calle Larga,FONASA,2026-02-28 12:35:39.293333
1895,16.888.391-9,María,Ramírez,1981-04-06,F,Chañaral,NINGUNA,2026-02-28 12:35:39.296666
1896,5.179.884-8,Moisés,Espinoza,1957-04-05,M,Coihueco,NINGUNA,2026-02-28 12:35:39.300000
1897,15.150.462-0,Regina,Henríquez,1966-11-10,F,Traiguén,NINGUNA,2026-02-28 12:35:39.300000
1898,9.437.179-1,Romina,Concha,2005-11-16,F,Rauco,NINGUNA,2026-02-28 12:35:39.306666
1899,24.477.908-5,Diego,Arriagada,1952-03-16,M,Pichilemu,ISAPRE,2026-02-28 12:35:39.310000
1900,21.902.935-7,Ignacio,Muñoz,1973-07-15,M,Quilicura,ISAPRE,2026-02-28 12:35:39.310000
1901,9.426.485-5,Maribel,Osorio,1946-02-06,F,Chañaral,ISAPRE,2026-02-28 12:35:39.313333
1902,9.757.875-3,Lissette,Núñez,1957-09-20,F,Antártica,FONASA,2026-02-28 12:35:39.316666
