hospitalizacion_id,rut,nombre_completo,fecha_nacimiento,sexo,comuna,prevision,fecha_ingreso,fecha_egreso,motivo_egreso,medico_responsable,dias_estadia,numero_cama,servicio,tipo_cama,codigo_cie10,diagnostico,categoria_diagnostico,edad_ingreso,grupo_etario
2885,9.706.202-1,Gabriela Olguín,1972-01-14,F,Colchane,ISAPRE,2025-04-01 21:45:21.011789,2025-04-05 21:45:21.011789,Fallecimiento,Josefa Espinoza Jara,4.0,MED-148,Medicina Interna,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,53,45-59
2886,8.722.221-7,Carmen Palacios,1947-03-16,F,Punitaqui,NINGUNA,2025-03-15 19:21:18.011789,,En curso,Rodrigo Modesto Acevedo Villagra,,NEU-446,Neurología,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,78,75+
2887,22.075.783-8,Juan Arancibia,1957-06-10,M,Mejillones,ISAPRE,2025-06-01 02:13:35.011789,2025-06-21 02:13:35.011789,Traslado,María Patricia Araya Gatica,20.0,TRA-163,Traumatología,Alta Complejidad,K92.1,Melena,Digestivo,68,60-74
2888,20.255.010-K,Eduardo Tapia,1947-05-09,M,Castro,FONASA,2025-12-25 02:59:38.011789,2026-01-14 02:59:38.011789,Alta voluntaria,Yuliana Edith Acevedo Urra,20.0,UCI-240,UCI,Media,E86.0,Deshidratación,Metabólico,78,75+
2889,24.555.733-7,María Chacón,1978-10-31,F,Pudahuel,NINGUNA,2025-12-23 10:41:32.011789,,En curso,David Palacios,,NEU-178,Neurología,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,47,45-59
2890,6.536.058-6,Daniel Cuevas,2001-01-12,M,Panquehue,FONASA,2025-12-23 07:53:22.011789,2026-01-07 07:53:22.011789,Fallecimiento,Constanza Reyes Toro,15.0,CAR-279,Cardiología,Alta Complejidad,K35.9,"Apendicitis aguda, no especificada",Digestivo,24,15-29
2891,17.538.724-2,Rosa Valdés,1945-09-06,F,Quillota,NINGUNA,2025-06-24 08:42:49.011789,2025-07-07 08:42:49.011789,Alta médica,Constanza Reyes Toro,13.0,MED-514,Medicina Interna,Básica,B34.9,"Infección viral, no especificada",Infectológico,79,75+
2892,14.789.613-1,Cristóbal Durán,1995-01-17,M,Río Claro,NINGUNA,2025-03-23 04:06:01.011789,2025-04-03 04:06:01.011789,Alta voluntaria,Isabel Espinosa,11.0,MED-590,Medicina Interna,Media,B34.9,"Infección viral, no especificada",Infectológico,30,30-44
2893,5.430.646-6,Gabriel Santibáñez,1998-08-20,M,San Esteban,NINGUNA,2025-08-20 00:55:04.011789,2025-08-31 00:55:04.011789,Alta médica,Rodrigo Modesto Acevedo Villagra,11.0,UCI-549,UCI,Alta Complejidad,N39.0,"Infección urinaria, sitio no especificado",Urológico,27,15-29
2894,14.056.745-0,María Vargas,1987-07-18,F,Peñaflor,FONASA,2025-05-10 11:04:56.011789,2025-05-18 11:04:56.011789,Fallecimiento,Carlos Francisco Rodríguez Salinas,8.0,TRA-327,Traumatología,Básica,E86.0,Deshidratación,Metabólico,37,30-44
2895,9.080.004-3,María Riquelme,1953-02-14,F,Tierra Amarilla,NINGUNA,2026-02-13 13:53:49.011789,2026-02-15 13:53:49.011789,Fallecimiento,Mariana Evelyn Castro Saldaña,2.0,CAR-400,Cardiología,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,73,60-74
2896,6.483.917-9,Catalina Rebolledo,1942-09-22,F,Camiña,ISAPRE,2025-11-18 14:40:45.011789,2025-12-05 14:40:45.011789,Fallecimiento,Juan Patricio Núñez Letelier,17.0,MED-203,Medicina Interna,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,83,75+
2897,13.180.867-4,Manuel Oyarce,1943-10-20,M,Palena,NINGUNA,2025-06-02 19:18:23.011789,2025-06-21 19:18:23.011789,Alta voluntaria,Sofía Córdova,19.0,UCI-057,UCI,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,81,75+
2898,9.084.168-8,Ruth Vergara,1986-04-14,F,Contulmo,NINGUNA,2026-01-12 11:44:55.011789,2026-01-19 11:44:55.011789,Fallecimiento,Sofía Córdova,7.0,UCI-232,UCI,Media,A09.9,Gastroenteritis infecciosa,Infectológico,39,30-44
2899,14.319.961-4,Fernando Barría,2003-02-05,M,Natales,FONASA,2026-02-07 03:03:28.011789,2026-02-21 03:03:28.011789,Fallecimiento,Gladys Carrasco Aguilar,14.0,NEU-328,Neurología,Básica,S72.0,Fractura de cuello de fémur,Traumatológico,23,15-29
2900,24.931.873-6,Cristian Ramírez,1986-08-31,M,Calera De Tango,ISAPRE,2025-03-03 21:14:02.011789,2025-03-14 21:14:02.011789,Fallecimiento,Ignacia María Hernández Araya,11.0,CIR-429,Cirugía,Alta Complejidad,S72.0,Fractura de cuello de fémur,Traumatológico,38,30-44
2901,11.700.323-K,Cristóbal Ovalle,1986-08-21,M,Lampa,ISAPRE,2026-01-30 05:58:21.011789,2026-02-19 05:58:21.011789,Traslado,Jessica Zapata,20.0,MED-583,Medicina Interna,Alta Complejidad,S72.0,Fractura de cuello de fémur,Traumatológico,39,30-44
2902,18.308.763-0,Luis Parada,2002-04-10,M,San Ignacio,FONASA,2025-10-22 23:29:16.011789,2025-10-31 23:29:16.011789,Alta voluntaria,Josefa Espinoza Jara,9.0,NEU-548,Neurología,Alta Complejidad,A09.9,Gastroenteritis infecciosa,Infectológico,23,15-29
2903,23.172.003-0,Elías Acuña,1947-03-31,M,Calle Larga,FONASA,2025-05-07 07:05:46.011789,2025-05-22 07:05:46.011789,Alta médica,David Palacios,15.0,UCI-348,UCI,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,78,75+
2904,12.221.347-1,Elizabeth Herrera,2005-02-24,F,San Pedro De La Paz,FONASA,2026-01-03 00:57:10.011789,,En curso,Juan Patricio Núñez Letelier,,MED-442,Medicina Interna,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,20,15-29
2905,17.449.080-5,Dominga Pavez,1985-08-17,F,Huechuraba,NINGUNA,2025-08-25 09:33:58.011789,2025-09-05 09:33:58.011789,Alta médica,Ian José Orellana Cisternas,11.0,NEU-309,Neurología,Media,G40.9,"Epilepsia, no especificada",Neurológico,40,30-44
2906,21.481.943-0,Ximena Rojas,1953-08-15,F,Placilla,FONASA,2026-01-17 17:04:11.011789,,En curso,Ian José Orellana Cisternas,,TRA-357,Traumatología,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,72,60-74
2907,6.287.363-9,Karina Mondaca,1958-08-20,F,La Unión,FONASA,2026-02-20 14:47:38.011789,2026-03-12 14:47:38.011789,Alta voluntaria,David Palacios,20.0,UCI-310,UCI,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,67,60-74
2908,22.399.215-3,Carlos Lorca,2001-12-02,M,La Estrella,FONASA,2025-07-06 22:24:27.011789,2025-07-17 22:24:27.011789,Fallecimiento,María Carrasco,11.0,NEU-058,Neurología,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,23,15-29
2909,9.778.217-2,Ángel Díaz,1959-10-10,M,Olmué,ISAPRE,2025-06-16 08:20:15.011789,2025-07-06 08:20:15.011789,Traslado,Mariana Evelyn Castro Saldaña,20.0,UCI-581,UCI,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,65,60-74
2910,9.035.989-4,Carlos Cárdenas,2004-08-05,M,La Estrella,ISAPRE,2026-02-09 08:51:02.011789,,En curso,Silvia Barraza Mellado,,NEU-227,Neurología,Alta Complejidad,N39.0,"Infección urinaria, sitio no especificado",Urológico,21,15-29
2911,16.927.179-8,Paulette Medina,1957-05-05,F,Padre Las Casas,NINGUNA,2025-11-25 13:59:56.011789,2025-11-28 13:59:56.011789,Traslado,Constanza Reyes Toro,3.0,NEU-502,Neurología,Alta Complejidad,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,68,60-74
2912,24.477.908-5,Diego Arriagada,1952-03-16,M,Pichilemu,ISAPRE,2025-10-20 15:11:40.011789,2025-10-25 15:11:40.011789,Fallecimiento,David Palacios,5.0,NEU-008,Neurología,Media,J18.9,"Neumonía, no especificada",Respiratorio,73,60-74
2913,13.218.317-1,Alberto Rebolledo,1968-11-07,M,Quillón,FONASA,2025-10-21 02:40:46.011789,2025-11-02 02:40:46.011789,Alta voluntaria,Mariana Evelyn Castro Saldaña,12.0,CAR-392,Cardiología,Básica,K35.9,"Apendicitis aguda, no especificada",Digestivo,56,45-59
2914,9.270.635-4,Nicole Cabrera,1982-04-02,F,Cañete,NINGUNA,2025-10-01 19:49:46.011789,2025-10-06 19:49:46.011789,Traslado,Ángela Amanda Moya Sandoval,5.0,MED-291,Medicina Interna,Media,B34.9,"Infección viral, no especificada",Infectológico,43,30-44
2915,24.257.301-3,Miguel Cisterna,1985-11-15,M,La Reina,NINGUNA,2025-03-11 11:38:55.011789,2025-03-22 11:38:55.011789,Fallecimiento,María Carrasco,11.0,CAR-165,Cardiología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,39,30-44
2916,22.279.865-5,Yessica Soto,1978-03-21,F,Natales,FONASA,2025-04-09 04:35:19.011789,2025-04-14 04:35:19.011789,Traslado,María Carrasco,5.0,NEU-090,Neurología,Básica,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,47,45-59
2917,8.004.934-K,Sebastián Quijada,1970-01-25,M,Timaukel,ISAPRE,2025-03-21 01:15:37.011789,2025-04-05 01:15:37.011789,Traslado,Ignacia María Hernández Araya,15.0,UCI-023,UCI,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,55,45-59
2918,18.130.868-0,Francisca Carvajal,1979-02-07,F,Isla De Maipo,FONASA,2025-08-08 06:00:48.011789,2025-08-14 06:00:48.011789,Fallecimiento,Mariana Evelyn Castro Saldaña,6.0,TRA-409,Traumatología,Alta Complejidad,K35.9,"Apendicitis aguda, no especificada",Digestivo,46,45-59
2919,12.877.582-K,Francisco Altamirano,1982-12-13,M,Juan Fernández,NINGUNA,2025-05-12 13:22:25.011789,,En curso,Rodrigo Modesto Acevedo Villagra,,CIR-222,Cirugía,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,42,30-44
2920,5.267.401-8,Ximena Rivera,1965-02-07,F,Guaitecas,FONASA,2025-09-27 15:22:15.011789,2025-10-13 15:22:15.011789,Traslado,Yuliana Edith Acevedo Urra,16.0,TRA-597,Traumatología,Básica,B34.9,"Infección viral, no especificada",Infectológico,60,60-74
2921,7.142.016-7,Gladys Barrios,1962-11-19,F,Molina,ISAPRE,2025-08-09 03:49:27.011789,2025-08-19 03:49:27.011789,Fallecimiento,Constanza Reyes Toro,10.0,UCI-123,UCI,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,62,60-74
2922,18.922.956-9,Mateo Véliz,1941-08-20,M,Timaukel,NINGUNA,2025-08-03 09:21:04.011789,2025-08-15 09:21:04.011789,Alta voluntaria,Constanza Reyes Toro,12.0,NEU-067,Neurología,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,84,75+
2923,19.261.400-7,Elizabeth Santana,2000-06-22,F,Curarrehue,ISAPRE,2026-02-24 17:40:52.011789,2026-03-14 17:40:52.011789,Traslado,Silvia Barraza Mellado,18.0,CIR-270,Cirugía,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,25,15-29
2924,21.735.598-2,Silvia Zapata,1999-10-27,F,Castro,ISAPRE,2026-02-18 19:48:02.011789,2026-03-08 19:48:02.011789,Alta voluntaria,George Pedro Álvarez Valenzuela,18.0,UCI-589,UCI,Alta Complejidad,B34.9,"Infección viral, no especificada",Infectológico,26,15-29
2925,17.481.050-8,Mariana García,1949-11-13,F,San Javier,ISAPRE,2026-01-18 11:43:26.011789,,En curso,Silvia Barraza Mellado,,NEU-578,Neurología,Básica,J18.9,"Neumonía, no especificada",Respiratorio,76,75+
2926,22.271.690-K,Felipe Fernández,2004-04-30,M,Olmué,NINGUNA,2025-09-25 00:27:40.011789,2025-10-01 00:27:40.011789,Fallecimiento,Gladys Carrasco Aguilar,6.0,CAR-206,Cardiología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,21,15-29
2927,7.013.292-3,Jorge Almonacid,1999-12-18,M,Vichuquén,NINGUNA,2025-03-17 18:57:09.011789,2025-03-25 18:57:09.011789,Traslado,Juan Patricio Núñez Letelier,8.0,UCI-297,UCI,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,25,15-29
2928,14.477.691-7,Pedro Cornejo,1987-01-01,M,Hualqui,NINGUNA,2026-01-02 08:48:23.011789,2026-01-08 08:48:23.011789,Traslado,Mariana Evelyn Castro Saldaña,6.0,CAR-091,Cardiología,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,39,30-44
2929,22.022.661-1,Mayte Valdebenito,1960-06-05,F,Padre Hurtado,FONASA,2025-07-26 17:41:28.011789,2025-08-05 17:41:28.011789,Traslado,Gladys Carrasco Aguilar,10.0,TRA-563,Traumatología,Media,K92.1,Melena,Digestivo,65,60-74
2930,9.280.058-K,Flora Manríquez,1998-01-05,F,Putre,ISAPRE,2025-08-13 12:57:20.011789,,En curso,David Palacios,,NEU-283,Neurología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,27,15-29
2931,9.788.669-5,Daniela Lagos,1958-04-22,F,Molina,NINGUNA,2025-04-25 11:00:14.011789,2025-05-08 11:00:14.011789,Alta médica,Pablo Vásquez Sáez,13.0,MED-322,Medicina Interna,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,67,60-74
2932,23.224.272-8,Bastián Flores,2002-02-01,M,Vallenar,ISAPRE,2025-09-12 23:10:01.011789,,En curso,Jessica Zapata,,TRA-368,Traumatología,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,23,15-29
2933,10.222.461-2,Gabriela Melo,1970-05-09,F,Pumanque,FONASA,2025-08-17 11:36:50.011789,,En curso,Ignacia María Hernández Araya,,TRA-077,Traumatología,Alta Complejidad,I10.X,Hipertensión esencial primaria,Cardiovascular,55,45-59
2934,7.615.189-K,Agustina Donoso,1949-01-11,F,Peumo,NINGUNA,2025-05-27 21:34:04.011789,2025-06-05 21:34:04.011789,Fallecimiento,María Carrasco,9.0,NEU-459,Neurología,Media,S72.0,Fractura de cuello de fémur,Traumatológico,76,75+
2935,14.884.082-2,Lorena Pizarro,1971-10-11,F,Sierra Gorda,NINGUNA,2025-07-11 09:24:40.011789,,En curso,Ángela Amanda Moya Sandoval,,MED-011,Medicina Interna,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,53,45-59
2936,17.049.802-K,María Valenzuela,1972-08-22,F,Pumanque,NINGUNA,2025-09-10 14:11:16.011789,2025-09-12 14:11:16.011789,Alta médica,George Pedro Álvarez Valenzuela,2.0,NEU-241,Neurología,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,53,45-59
2937,16.017.466-8,Ximena Hernández,1981-12-10,F,Chimbarongo,NINGUNA,2025-09-22 15:27:10.011789,2025-10-11 15:27:10.011789,Alta voluntaria,Ángela Amanda Moya Sandoval,19.0,CAR-326,Cardiología,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,43,30-44
2938,5.073.717-9,Héctor Ruiz,1963-03-25,M,Laguna Blanca,ISAPRE,2025-05-25 04:58:45.011789,2025-05-30 04:58:45.011789,Traslado,Pablo Vásquez Sáez,5.0,NEU-309,Neurología,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,62,60-74
2939,9.896.353-7,Raúl González,1941-02-07,M,Aisén,ISAPRE,2025-06-29 18:15:02.011789,2025-07-08 18:15:02.011789,Alta médica,George Pedro Álvarez Valenzuela,9.0,CIR-370,Cirugía,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,84,75+
2940,5.938.539-9,Francisco Quijada,1959-04-15,M,General Lagos,ISAPRE,2025-07-09 16:39:41.011789,2025-07-23 16:39:41.011789,Traslado,Sofía Córdova,14.0,TRA-373,Traumatología,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,66,60-74
2941,5.283.995-5,Neftalí Vidal,1955-03-24,M,Dalcahue,ISAPRE,2025-06-22 09:09:02.011789,2025-07-06 09:09:02.011789,Alta voluntaria,Isabel Espinosa,14.0,UCI-267,UCI,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,70,60-74
2942,7.876.912-2,Emilia Contreras,1940-09-13,F,Ercilla,ISAPRE,2025-12-31 19:56:55.011789,2026-01-10 19:56:55.011789,Alta voluntaria,Constanza Reyes Toro,10.0,TRA-431,Traumatología,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,85,75+
2943,6.781.245-K,Soledad Toro,1971-08-22,F,El Monte,NINGUNA,2025-07-30 08:44:09.011789,2025-08-10 08:44:09.011789,Alta voluntaria,Jessica Zapata,11.0,CAR-048,Cardiología,Básica,J18.9,"Neumonía, no especificada",Respiratorio,53,45-59
2944,23.735.938-0,Fabiola Salamanca,1972-04-01,F,Máfil,FONASA,2025-09-16 11:48:05.011789,2025-09-25 11:48:05.011789,Alta voluntaria,Silvia Barraza Mellado,9.0,MED-234,Medicina Interna,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,53,45-59
2945,17.707.485-3,Estela Paredes,1963-11-25,F,Olivar,NINGUNA,2025-12-01 21:53:20.011789,2025-12-04 21:53:20.011789,Traslado,Isabel Espinosa,3.0,UCI-324,UCI,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,62,60-74
2946,10.322.116-1,Evelin Aguilera,1982-10-24,F,Quillota,NINGUNA,2025-09-24 03:58:33.011789,2025-10-09 03:58:33.011789,Alta médica,María Carrasco,15.0,TRA-163,Traumatología,Alta Complejidad,I10.X,Hipertensión esencial primaria,Cardiovascular,42,30-44
2947,14.486.065-9,Mateo Núñez,1947-10-04,M,Chañaral,FONASA,2025-11-18 14:19:36.011789,2025-11-29 14:19:36.011789,Fallecimiento,Sofía Córdova,11.0,TRA-161,Traumatología,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,78,75+
2948,15.723.517-6,Tatiana Uribe,1986-04-29,F,Arauco,FONASA,2025-09-06 02:51:01.011789,2025-09-24 02:51:01.011789,Fallecimiento,Gladys Carrasco Aguilar,18.0,CAR-319,Cardiología,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,39,30-44
2949,9.087.312-1,Pablo Matamala,1960-05-29,M,Futaleufú,ISAPRE,2025-12-04 12:39:59.011789,2025-12-12 12:39:59.011789,Alta médica,Constanza Reyes Toro,8.0,CIR-085,Cirugía,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,65,60-74
2950,24.882.033-0,Lukas Vidal,1994-04-02,M,Petorca,NINGUNA,2025-09-10 05:44:11.011789,2025-09-23 05:44:11.011789,Traslado,Isabel Espinosa,13.0,MED-213,Medicina Interna,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,31,30-44
2951,24.971.325-2,Edison Muñoz,1947-12-14,M,Colina,ISAPRE,2025-08-12 07:20:23.011789,2025-08-14 07:20:23.011789,Fallecimiento,Ignacia María Hernández Araya,2.0,CAR-438,Cardiología,Media,B34.9,"Infección viral, no especificada",Infectológico,77,75+
2952,16.017.466-8,Ximena Hernández,1981-12-10,F,Chimbarongo,NINGUNA,2025-11-17 03:32:43.011789,2025-11-21 03:32:43.011789,Fallecimiento,Jessica Zapata,4.0,MED-106,Medicina Interna,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,43,30-44
2953,22.555.214-2,Roberto Pérez,2005-10-12,M,Cabo De Hornos,ISAPRE,2026-01-19 20:34:14.011789,2026-01-30 20:34:14.011789,Alta voluntaria,Ángela Amanda Moya Sandoval,11.0,CAR-115,Cardiología,Media,G40.9,"Epilepsia, no especificada",Neurológico,20,15-29
2954,18.718.564-5,Emilia González,1964-08-26,F,Limache,FONASA,2025-09-07 05:03:51.011789,2025-09-22 05:03:51.011789,Alta médica,Ian José Orellana Cisternas,15.0,NEU-529,Neurología,Básica,K35.9,"Apendicitis aguda, no especificada",Digestivo,61,60-74
2955,9.154.475-K,Olivia Toro,1943-04-01,F,San Bernardo,NINGUNA,2025-08-15 02:24:08.011789,2025-08-27 02:24:08.011789,Alta voluntaria,Isabel Espinosa,12.0,UCI-581,UCI,Básica,J18.9,"Neumonía, no especificada",Respiratorio,82,75+
2956,20.054.264-9,Jesús Contreras,2005-08-23,M,Lo Espejo,FONASA,2025-09-08 14:56:50.011789,2025-09-19 14:56:50.011789,Fallecimiento,George Pedro Álvarez Valenzuela,11.0,CAR-141,Cardiología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,20,15-29
2957,5.390.736-9,Felipe Flores,1983-10-13,M,Peralillo,FONASA,2026-02-11 17:03:10.011789,2026-02-24 17:03:10.011789,Traslado,Carlos Francisco Rodríguez Salinas,13.0,CAR-471,Cardiología,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,42,30-44
2958,5.306.436-1,Marco Medina,1964-08-25,M,Sierra Gorda,NINGUNA,2025-06-25 04:10:26.011789,2025-07-05 04:10:26.011789,Alta médica,Silvia Barraza Mellado,10.0,MED-213,Medicina Interna,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,60,60-74
2959,11.567.128-6,Irma Ortiz,1941-07-14,F,El Carmen,FONASA,2025-11-23 08:51:53.011789,2025-12-05 08:51:53.011789,Traslado,Juan Patricio Núñez Letelier,12.0,TRA-385,Traumatología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,84,75+
2960,6.798.895-7,Diana Rodríguez,1998-11-24,F,El Quisco,ISAPRE,2025-07-31 16:16:17.011789,2025-08-04 16:16:17.011789,Alta médica,Josefa Espinoza Jara,4.0,CIR-558,Cirugía,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,26,15-29
2961,23.511.034-2,Katherine Santibáñez,1947-05-29,F,Renaico,FONASA,2026-01-17 17:32:42.011789,,En curso,George Pedro Álvarez Valenzuela,,NEU-065,Neurología,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,78,75+
2962,8.333.083-K,José Araya,1976-11-12,M,Requínoa,FONASA,2025-04-27 08:47:35.011789,2025-05-04 08:47:35.011789,Alta médica,Yuliana Edith Acevedo Urra,7.0,CIR-259,Cirugía,Básica,S72.0,Fractura de cuello de fémur,Traumatológico,48,45-59
2963,15.607.861-1,Jacqueline González,1950-04-10,F,Puqueldón,ISAPRE,2025-12-22 15:13:41.011789,2025-12-31 15:13:41.011789,Alta voluntaria,Josefa Espinoza Jara,9.0,CAR-141,Cardiología,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,75,75+
2964,14.843.789-0,Luis Soto,1964-05-23,M,Quinta Normal,ISAPRE,2025-03-22 12:55:15.011789,2025-04-03 12:55:15.011789,Traslado,Josefa Espinoza Jara,12.0,CAR-523,Cardiología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,60,60-74
2965,10.293.334-6,Emily Ramírez,1941-01-23,F,Puerto Varas,ISAPRE,2026-02-04 12:38:33.011789,,En curso,Mariana Evelyn Castro Saldaña,,CIR-474,Cirugía,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,85,75+
2966,12.501.121-7,Mario Espinoza,1957-08-18,M,Tortel,FONASA,2025-05-30 05:27:03.011789,2025-05-31 05:27:03.011789,Fallecimiento,Ignacia María Hernández Araya,1.0,CIR-480,Cirugía,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,67,60-74
2967,23.084.379-1,Armando Véliz,1995-09-26,M,Punta Arenas,ISAPRE,2026-02-13 12:10:56.011789,2026-02-19 12:10:56.011789,Fallecimiento,María Patricia Araya Gatica,6.0,UCI-517,UCI,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,30,30-44
2968,23.089.852-9,Albert Medel,1997-11-23,M,Los Andes,FONASA,2025-10-07 04:26:34.011789,2025-10-08 04:26:34.011789,Fallecimiento,Gladys Carrasco Aguilar,1.0,MED-383,Medicina Interna,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,27,15-29
2969,16.516.746-5,David Cisternas,1965-08-27,M,El Carmen,NINGUNA,2026-01-05 09:34:52.011789,,En curso,Josefa Espinoza Jara,,CIR-384,Cirugía,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,60,60-74
2970,13.085.550-4,Francia Vergara,1997-10-18,F,Laja,FONASA,2025-08-05 10:43:03.011789,2025-08-23 10:43:03.011789,Alta médica,María Carrasco,18.0,MED-086,Medicina Interna,Media,J18.9,"Neumonía, no especificada",Respiratorio,27,15-29
2971,11.820.933-8,Claudio Gutiérrez,1997-11-18,M,Fresia,FONASA,2025-06-10 06:28:48.011789,2025-06-22 06:28:48.011789,Alta voluntaria,Ian José Orellana Cisternas,12.0,MED-073,Medicina Interna,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,27,15-29
2972,22.632.037-7,Valentina Bustos,1987-04-06,F,La Higuera,ISAPRE,2025-12-23 10:49:43.011789,2026-01-06 10:49:43.011789,Traslado,Juan Patricio Núñez Letelier,14.0,TRA-219,Traumatología,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,38,30-44
2973,13.130.745-4,Jordán Díaz,1944-11-15,M,Mostazal,ISAPRE,2025-05-11 14:52:40.011789,2025-05-21 14:52:40.011789,Traslado,Pablo Vásquez Sáez,10.0,CIR-084,Cirugía,Básica,G40.9,"Epilepsia, no especificada",Neurológico,80,75+
2974,23.839.374-4,Denisse Valdebenito,1984-01-19,F,Zapallar,NINGUNA,2025-12-25 20:00:39.011789,2025-12-28 20:00:39.011789,Traslado,Sofía Córdova,3.0,CAR-473,Cardiología,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,41,30-44
2975,14.564.251-5,Ismael Chamorro,1941-03-19,M,San José De Maipo,NINGUNA,2025-04-05 08:34:57.011789,2025-04-15 08:34:57.011789,Alta médica,Ignacia María Hernández Araya,10.0,UCI-207,UCI,Alta Complejidad,B34.9,"Infección viral, no especificada",Infectológico,84,75+
2976,8.648.864-7,Fernando Rivas,1986-08-25,M,Sagrada Familia,NINGUNA,2025-09-28 04:41:37.011789,2025-10-01 04:41:37.011789,Alta voluntaria,Isabel Espinosa,3.0,TRA-114,Traumatología,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,39,30-44
2977,8.627.685-2,Carlos Fierro,1984-06-22,M,Frutillar,FONASA,2025-04-30 19:14:21.011789,2025-05-19 19:14:21.011789,Alta médica,Constanza Reyes Toro,19.0,UCI-543,UCI,Media,B34.9,"Infección viral, no especificada",Infectológico,40,30-44
2978,18.786.127-6,Ramón Vargas,1964-10-15,M,Cochrane,NINGUNA,2025-04-29 08:43:12.011789,2025-05-06 08:43:12.011789,Traslado,Carlos Francisco Rodríguez Salinas,7.0,NEU-586,Neurología,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,60,60-74
2979,16.404.320-7,Agustina Silva,2003-07-29,F,Nacimiento,NINGUNA,2025-08-19 06:50:06.011789,,En curso,David Palacios,,TRA-258,Traumatología,Media,K92.1,Melena,Digestivo,22,15-29
2980,9.549.608-3,Miguel Valenzuela,2005-07-07,M,San Pablo,ISAPRE,2025-03-21 10:21:59.011789,,En curso,Juan Patricio Núñez Letelier,,CAR-391,Cardiología,Básica,S72.0,Fractura de cuello de fémur,Traumatológico,19,15-29
